"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","Ldonovani.gff","Lmajor.gff","NonEsmeraldo.gff","T.brucei.gff","T.evansi.gff","esmerldolike.gff","infantum.gff"
"group_4444","","","4","4","1","1","624","1","8130","","488","497","494","LdBPK_323370.1","LmjF.32.3170","","Tbg972.11.19030","","","LINF_320039200"
"group_4546","","","4","4","1","1","5987","1","3651","","1226","1241","1229","LdBPK_331470.1","LmjF.33.1380","","Tbg972.10.14510","","","LINF_330022100"
"group_4743","","","4","4","1","1","8559","1","2480","","434","449","437","LdBPK_342240.1","LmjF.34.2470","TcCLB.506559.470","","","","LINF_340030100"
"group_4847","","","4","4","1","1","8957","1","9374","","1217","1220","1217","LdBPK_350370.1","LmjF.35.0370","TcCLB.506959.30","","","","LINF_350008800"
"group_4965","","","4","4","1","1","4986","1","6297","","815","815","815","LdBPK_353090.1","","","Tbg972.9.7740","TevSTIB805.9.9080","","LINF_350035700"
"group_5019","","","4","4","1","1","5379","1","6406","","224","230","228","LdBPK_354530.1","LmjF.35.4460","","","","TcCLB.509551.64","LINF_350050400"
"group_5200","","","4","4","1","1","11277","1","3426","","776","788","779","LdBPK_363360.1","LmjF.36.3210","TcCLB.508851.180","","","","LINF_360040400"
"group_5273","","","4","4","1","1","9352","1","2036","","302","386","344","LdBPK_364900.1","","","Tbg972.10.12240","TevSTIB805.10.10620","","LINF_360056100"
"group_5291","","","4","4","1","1","9385","1","1990","","1295","1295","1295","LdBPK_365270.1","LmjF.36.5040","","","","TcCLB.509825.40","LINF_360059900"
"group_5305","","","4","4","1","1","9737","1","2016","","1076","1172","1124","LdBPK_365630.1","","TcCLB.506839.80","","","TcCLB.508717.30","LINF_360063600"
"group_5352","","","4","4","1","1","9638","1","1561","","689","890","790","LdBPK_366510.1","","TcCLB.506355.60","","","TcCLB.511043.20","LINF_360072500"
"group_5447","","","4","4","1","1","9272","1","1225","","572","572","572","","LmjF.07.0680","TcCLB.508543.30","","","TcCLB.506401.120","LINF_070012400"
"group_5672","","","4","4","1","1","7917","1","2893","","1115","1133","1127","LdBPK_280580.1","LmjF.28.0550","","","","TcCLB.503801.30","LINF_280010500"
"group_5794","","","4","4","1","1","8806","1","9143","","1109","1121","1115","LdBPK_352010.1","LmjF.35.2020","TcCLB.506241.160","","","","LINF_350025200"
"group_580","","","4","4","1","1","10396","1","6717","","1589","2597","2280","LdBPK_251860.1","LmjF.25.1780","TcCLB.508267.10","","","","LINF_250024600"
"group_5825","","","4","4","1","1","11438","1","2136","","1214","1232","1226","LdBPK_364570.1","LmjF.36.4360","","","","TcCLB.504147.200","LINF_360052900"
"group_591","","","4","4","1","1","3501","1","5519","","2141","2594","2345","LdBPK_261010.1","LmjF.26.1030","","","TevSTIB805.7.860","","LINF_260015300"
"group_5920","","","4","4","1","1","11520","1","3160","","1001","1019","1010","","","TcCLB.504827.120","Tbg972.11.11860","TevSTIB805.11_01.10890","TcCLB.510285.110",""
"group_6044","","","4","4","1","1","1950","1","9776","","569","598","583","","","TcCLB.508961.4","Tbg972.8.4880","TevSTIB805.8.5240","TcCLB.508839.60",""
"group_6171","","","4","4","1","1","7814","1","2725","","2099","2240","2171","","","TcCLB.506835.120","Tbg972.6.4610","TevSTIB805.6.4950","TcCLB.506945.80",""
"group_620","","","4","4","1","1","5802","1","1379","","839","1022","951","LdBPK_330280.1","","","Tbg972.10.13100","TevSTIB805.10.11420","","LINF_330007800"
"group_6266","","","4","4","1","1","9736","1","2028","","1475","1538","1506","","","TcCLB.506839.70","Tbg972.10.11540","TevSTIB805.10.10020","TcCLB.508717.20",""
"group_6287","","","4","4","1","1","8914","1","9294","","446","446","446","","","TcCLB.508303.4","Tbg972.5.1360","TevSTIB805.5.1130","TcCLB.511179.160",""
"group_6328","","","4","4","1","1","10989","1","8454","","1952","1967","1959","","","TcCLB.508895.80","Tbg972.10.18220","TevSTIB805.10.15760","TcCLB.506211.40",""
"group_638","","","4","4","1","1","9759","1","1995","","620","839","777","LdBPK_365320.1","LmjF.36.5090","TcCLB.509575.50","","","TcCLB.503757.40",""
"group_645","","","4","4","1","1","2263","1","9963","","4628","5990","5164","","LmjF.08.0530","TcCLB.511661.120","","","TcCLB.503955.100","LINF_080010400"
"group_652","","","4","4","1","1","7148","1","6191","","581","587","584","","LmjF.15.1000","TcCLB.504949.14","","","TcCLB.505843.20","LINF_150018200"
"group_710","","","4","4","1","1","10225","1","7797","","194","488","296","LdBPK_020240.1","LmjF.02.0270","","","","TcCLB.503653.9","LINF_020007700"
"group_721","","","4","4","1","1","7449","1","4900","","494","761","609","LdBPK_030090.1","LmjF.03.0100","","","","TcCLB.504867.70","LINF_030005800"
"group_734","","","4","4","1","1","5221","1","5798","","1502","3377","2902","LdBPK_040390.1","LmjF.04.0410","TcCLB.510333.10","","","","LINF_040009100"
"group_749","","","4","4","1","1","1736","1","10226","","905","1232","1150","LdBPK_050570.1","LmjF.05.0570","TcCLB.506793.100","","","","LINF_050010800"
"group_758","","","4","4","1","1","1800","1","10308","","251","311","296","LdBPK_051000.1","LmjF.05.1000","TcCLB.508397.64","","","","LINF_050015400"
"group_761","","","4","4","1","1","3009","1","2860","","740","743","742","LdBPK_060140.1","LmjF.06.0140","TcCLB.508577.160","","","","LINF_060006500"
"group_765","","","4","4","1","1","1526","2","140","","437","680","534","LdBPK_060590.1","","TcCLB.508175.146","","","TcCLB.509151.140","LINF_060011400"
"group_768","","","4","4","1","1","1488","2","85","","671","737","689","LdBPK_060990.1","LmjF.06.0960","TcCLB.510303.190","","","","LINF_060015300"
"group_770","","","4","4","1","1","9144","1","8996","","776","908","809","LdBPK_070210.1","","","Tbg972.8.1520","TevSTIB805.8.1820","","LINF_070005600"
"group_785","","","4","4","1","1","2294","1","9827","","688","1280","1063","LdBPK_080290.1","LmjF.08.0280","","","","TcCLB.509777.4","LINF_080007800"
"group_787","","","4","4","1","1","2302","1","9835","","656","662","660","LdBPK_080380.1","LmjF.08.0370","","","","TcCLB.507809.150","LINF_080008800"
"group_790","","","4","4","1","1","2262","1","9954","","593","1058","941","LdBPK_080550.1","LmjF.08.0540","","","","TcCLB.503955.89","LINF_080010500"
"group_799","","","4","4","1","1","2193","1","9893","","1328","1667","1472","LdBPK_081080.1","LmjF.08.1170","","","","TcCLB.510173.40","LINF_080016600"
"group_813","","","4","4","1","1","895","1","461","","4070","7586","6704","LdBPK_090940.1","LmjF.09.0890","TcCLB.505171.10","","","","LINF_090015100"
"group_822","","","4","4","1","1","250","1","9745","","1202","1568","1343","LdBPK_100870.1","LmjF.10.0820","","Tbg972.8.3990","","","LINF_100014900"
"group_853","","","4","4","1","1","3611","1","10999","","560","767","662","LdBPK_130140.1","LmjF.13.0140","TcCLB.511847.30","","","","LINF_130006300"
"group_859","","","4","4","1","1","6149","1","10795","","1556","1724","1682","LdBPK_130570.1","LmjF.13.0680","TcCLB.506177.10","","","","LINF_130011700"
"group_871","","","4","4","1","1","2572","1","1715","","857","860","857","LdBPK_140310.1","LmjF.14.0310","TcCLB.506985.30","","","","LINF_140008100"
"group_881","","","4","4","1","1","9479","1","1858","","1667","1790","1703","LdBPK_141510.1","LmjF.14.1410","","","","TcCLB.510407.9","LINF_140020600"
"group_894","","","4","4","1","1","1976","1","10420","","530","530","530","LdBPK_160260.1","LmjF.16.0250","TcCLB.509109.130","","","","LINF_160007600"
"group_931","","","4","4","1","1","11116","1","3485","","1151","1265","1233","LdBPK_180590.1","LmjF.18.0590","TcCLB.511277.200","","","","LINF_180010900"
"group_934","","","4","4","1","1","10527","1","4399","","2762","2924","2883","LdBPK_181510.1","LmjF.18.1520","","","TevSTIB805.10.13110","","LINF_180020800"
"group_937","","","4","4","1","1","10991","1","8503","","1238","1271","1250","LdBPK_190350.1","LmjF.19.0350","TcCLB.511291.30","","","","LINF_190008400"
"group_955","","","4","4","1","1","1070","1","680","","695","9896","7580","LdBPK_201140.1","LmjF.20.1120","TcCLB.509989.10","","","","LINF_200016300"
"group_972","","","4","4","1","1","6884","1","4636","","314","2405","1880","LdBPK_211870.1","LmjF.21.1565","","","","TcCLB.511143.6","LINF_210024800"
"group_996","","","4","4","1","1","7662","1","5372","","296","311","307","LdBPK_221490.1","LmjF.22.1640","","Tbg972.6.250","","","LINF_220022700"
"group_1001","","","3","3","1","1","392","1","1118","","3599","4064","3895","LdBPK_230800.1","LmjF.23.0630","","","","","LINF_230014000"
"group_1002","","","3","3","1","1","391","1","1117","","1535","1670","1624","LdBPK_230810.1","LmjF.23.0640","","","","","LINF_230014100"
"group_1003","","","3","3","1","1","9133","1","1122","","1601","2054","1898","LdBPK_230850.1","LmjF.23.0680","","","","","LINF_230014500"
"group_1004","","","3","3","1","1","9126","1","9592","","1574","2018","1722","LdBPK_230910.1","LmjF.23.0740","","","","","LINF_230015100"
"group_1005","","","3","3","1","1","9125","1","9591","","416","2891","1946","LdBPK_230920.1","LmjF.23.0750","","","","","LINF_230015300"
"group_1006","","","3","3","1","1","9091","1","9575","","542","1541","1208","LdBPK_231070.1","LmjF.23.0880","","","","","LINF_230017200"
"group_1007","","","3","3","1","1","9098","1","9012","","323","452","390","LdBPK_231190.1","LmjF.23.1020","","","","","LINF_230018500"
"group_1008","","","3","3","1","1","9106","1","9023","","887","2372","1877","LdBPK_231320.1","LmjF.23.1110","","","","","LINF_230019700"
"group_1009","","","3","3","1","1","9042","1","9531","","5606","6728","6352","LdBPK_231640.1","LmjF.23.1380","","","","","LINF_230023100"
"group_1010","","","3","3","1","1","9047","1","9525","","5042","5174","5130","LdBPK_231720.1","LmjF.23.1680","","","","","LINF_230023800"
"group_1012","","","3","3","1","1","4612","1","11094","","320","320","320","LdBPK_240640.1","LmjF.24.0630","","","","","LINF_240011300"
"group_1013","","","3","3","1","1","7422","1","4812","","320","356","335","","LmjF.26.0460","TcCLB.507517.60","","TevSTIB805.10.1680","",""
"group_1014","","","3","3","1","1","4626","1","11113","","449","683","605","LdBPK_240890.1","LmjF.24.0870","","","","","LINF_240013900"
"group_1015","","","3","3","1","1","3736","1","11131","","1526","1784","1612","LdBPK_241080.1","LmjF.24.1060","","","","","LINF_240015800"
"group_1016","","","3","3","1","1","3737","1","11132","","6311","7670","7180","LdBPK_241090.1","LmjF.24.1070","","","","","LINF_240015900"
"group_1017","","","3","3","1","1","3745","1","11140","","962","1247","1093","LdBPK_241170.1","LmjF.24.1140","","","","","LINF_240016700"
"group_1019","","","3","3","1","1","4538","1","11151","","1067","1826","1573","LdBPK_241270.1","LmjF.24.1240","","","","","LINF_240017600"
"group_1020","","","3","3","1","1","4533","1","11156","","4175","4433","4294","LdBPK_241320.1","LmjF.24.1290","","","","","LINF_240018100"
"group_1021","","","3","3","1","1","4523","1","11166","","3023","4112","3748","LdBPK_241460.1","LmjF.24.1420","","","","","LINF_240019600"
"group_1022","","","3","3","1","1","4516","1","11173","","7682","8765","8403","LdBPK_241530.1","LmjF.24.1470","","","","","LINF_240020200"
"group_1023","","","3","3","1","1","4515","1","11174","","1850","1898","1880","LdBPK_241540.1","LmjF.24.1480","","","","","LINF_240020300"
"group_1024","","","3","3","1","1","4514","1","11175","","512","512","512","LdBPK_241560.1","LmjF.24.1510","","","","","LINF_240020500"
"group_1027","","","3","3","1","1","4483","1","11225","","1322","1736","1521","LdBPK_241880.1","LmjF.24.1810","","","","","LINF_240024100"
"group_1028","","","3","3","1","1","4451","1","11244","","2534","2954","2792","LdBPK_242040.1","LmjF.24.1960","","","","","LINF_240025800"
"group_1029","","","3","3","1","1","4443","1","11252","","344","431","402","LdBPK_242140.1","LmjF.24.2050","","","","","LINF_240026700"
"group_1031","","","3","3","1","1","10069","1","8880","","425","1985","1131","LdBPK_250350.1","LmjF.25.0340","","","","","LINF_250008600"
"group_1032","","","3","3","1","1","10106","1","8905","","2012","4415","3613","LdBPK_250620.1","LmjF.25.0610","","","","","LINF_250011400"
"group_1033","","","3","3","1","1","10299","1","7422","","1757","2354","2147","LdBPK_251030.1","LmjF.25.1000","","","","","LINF_250015900"
"group_1035","","","3","3","1","1","10304","1","7416","","2312","2513","2434","LdBPK_251070.1","LmjF.25.1030","","","","","LINF_250016400"
"group_1036","","","3","3","1","1","10305","1","7415","","2198","2906","2669","LdBPK_251080.1","LmjF.25.1040","","","","","LINF_250016500"
"group_1037","","","3","3","1","1","10307","1","7414","","107","2555","1643","LdBPK_251100.1","LmjF.25.1060","","","","","LINF_250016700"
"group_1041","","","3","3","1","1","10326","1","7386","","4814","5660","5359","LdBPK_251270.1","LmjF.25.1250","","","","","LINF_250018500"
"group_1042","","","3","3","1","1","10329","1","7383","","743","1283","1103","LdBPK_251320.1","LmjF.25.1290","","","","","LINF_250019000"
"group_1044","","","3","3","1","1","10372","1","6693","","2435","2591","2536","LdBPK_251620.1","LmjF.25.1560","","","","","LINF_250022100"
"group_1045","","","3","3","1","1","10376","1","6697","","3506","3752","3591","LdBPK_251660.1","LmjF.25.1600","","","","","LINF_250022500"
"group_1046","","","3","3","1","1","10380","1","6701","","1322","1430","1383","LdBPK_251700.1","LmjF.25.1640","","","","","LINF_250022900"
"group_1047","","","3","3","1","1","10381","1","6702","","260","362","294","LdBPK_251710.1","LmjF.25.1645","","","","","LINF_250023000"
"group_1048","","","3","3","1","1","9845","1","6667","","2174","2543","2404","LdBPK_251900.1","LmjF.25.1820","","","","","LINF_250025000"
"group_1049","","","3","3","1","1","6576","1","6729","","401","803","535","LdBPK_252360.1","LmjF.25.2250","","","","","LINF_250029700"
"group_1051","","","3","3","1","1","6588","1","6741","","620","983","850","LdBPK_252550.1","LmjF.25.2440","","","","","LINF_250031700"
"group_1053","","","3","3","1","1","7385","1","4487","","1070","1412","1184","LdBPK_260090.1","LmjF.26.0070","","","","","LINF_260006150"
"group_1056","","","3","3","1","1","7368","1","4527","","2015","2111","2047","LdBPK_260560.1","LmjF.26.0590","","","","","LINF_260010900"
"group_1057","","","3","3","1","1","7365","1","4531","","1169","1244","1219","LdBPK_260600.1","LmjF.26.0630","","","","","LINF_260011300"
"group_1058","","","3","3","1","1","3513","1","4840","","2378","2429","2410","LdBPK_260830.1","LmjF.26.0870","","","","","LINF_260013600"
"group_1059","","","3","3","1","1","3504","1","4850","","3974","4190","4104","LdBPK_260950.1","LmjF.26.0980","","","","","LINF_260014700"
"group_1060","","","3","3","1","1","3478","1","5539","","3893","4949","4595","LdBPK_261240.1","LmjF.26.1260","","","","","LINF_260017600"
"group_1061","","","3","3","1","1","3477","1","5540","","2534","2720","2650","LdBPK_261250.1","LmjF.26.1270","","","","","LINF_260017700"
"group_1062","","","3","3","1","1","3454","1","5563","","161","410","327","LdBPK_261480.1","LmjF.26.1500","","","","","LINF_260020000"
"group_1063","","","3","3","1","1","3445","1","5572","","251","1790","892","LdBPK_261570.1","LmjF.26.1590","","","","","LINF_260020900"
"group_1064","","","3","3","1","1","3438","1","5580","","590","785","655","LdBPK_261660.1","LmjF.26.1665","","","","","LINF_260021800"
"group_1065","","","3","3","1","1","3436","1","5581","","329","1058","787","LdBPK_261670.1","LmjF.26.1670","","","","","LINF_260021900"
"group_1067","","","3","3","1","1","3426","1","5698","","6950","7298","7182","LdBPK_261820.1","LmjF.26.1820","","","","","LINF_260023500"
"group_1068","","","3","3","1","1","3421","1","5693","","7889","8447","8075","LdBPK_261880.1","LmjF.26.1870","","","","","LINF_260024000"
"group_1071","","","3","3","1","1","3367","1","5636","","4436","4721","4610","LdBPK_262510.1","LmjF.26.2490","","","","","LINF_260030500"
"group_1072","","","3","3","1","1","3332","1","5604","","131","455","347","LdBPK_262610.1","LmjF.26.2580","","","","","LINF_260031600"
"group_1073","","","3","3","1","1","9966","1","7476","","1352","1484","1396","LdBPK_270560.1","LmjF.27.0710","","","","","LINF_270013200"
"group_1076","","","3","3","1","1","5413","1","8808","","4226","4742","4559","LdBPK_270950.1","LmjF.27.1080","","","","","LINF_270017200"
"group_1081","","","3","3","1","1","5440","1","8784","","338","971","760","LdBPK_271300.1","LmjF.27.1390","","","","","LINF_270020600"
"group_1083","","","3","3","1","1","5610","1","8768","","518","1313","865","LdBPK_271440.1","LmjF.27.1540","","","","","LINF_270022200"
"group_1084","","","3","3","1","1","5606","1","8764","","1442","1445","1444","LdBPK_271500.1","LmjF.27.1580","","","","","LINF_270022600"
"group_1086","","","3","3","1","1","5585","1","8744","","95","1577","1083","LdBPK_271710.1","LmjF.27.1805","","","","","LINF_270024900"
"group_1090","","","3","3","1","1","5583","1","8742","","6110","7571","6843","LdBPK_271720.1","LmjF.27.1820","","","","","LINF_270025100"
"group_1091","","","3","3","1","1","5508","1","8667","","2375","3299","2965","LdBPK_272030.1","LmjF.27.2110","","","","","LINF_270028200"
"group_1092","","","3","3","1","1","5506","1","8664","","5081","5567","5403","LdBPK_272050.1","LmjF.27.2130","","","","","LINF_270028400"
"group_1093","","","3","3","1","1","5505","1","8663","","3026","3362","3140","LdBPK_272060.1","LmjF.27.2140","","","","","LINF_270028600"
"group_1094","","","3","3","1","1","5494","1","8657","","392","1715","1273","LdBPK_272200.1","LmjF.27.2280","","","","","LINF_270030100"
"group_1095","","","3","3","1","1","7886","1","2929","","1001","1859","1573","LdBPK_280200.1","LmjF.28.0200","","","","","LINF_280006900"
"group_1096","","","3","3","1","1","7898","1","2918","","683","842","736","LdBPK_280270.1","LmjF.28.0485","","","","","LINF_280007500"
"group_1097","","","3","3","1","1","7900","1","2899","","1592","1811","1682","LdBPK_280390.1","LmjF.28.0400","","","","","LINF_280009900"
"group_1098","","","3","3","1","1","7929","1","2812","","1082","1523","1229","LdBPK_280710.1","LmjF.28.0670","","","","","LINF_280011800"
"group_1099","","","3","3","1","1","7936","1","2805","","215","668","517","LdBPK_280800.1","LmjF.28.0750","","","","","LINF_280012700"
"group_1100","","","3","3","1","1","7965","1","2709","","359","623","483","LdBPK_281190.1","LmjF.28.1095","","","","","LINF_280016600"
"group_1102","","","3","3","1","1","7999","1","2970","","359","1229","823","LdBPK_281550.1","LmjF.28.1430","","","","","LINF_280020200"
